education_num,capital_gain,hours_per_week,sex,age,cluster
13,0.0,50,1,31,0
9,0.0,35,0,22,1
13,0.0,40,1,39,0
7,0.0,40,1,28,0
9,0.0,35,0,31,1
13,0.0,40,1,50,0
9,1092.8412024287468,46,1,34,3
9,0.0,40,0,48,1
13,0.0,40,0,51,1
9,0.0,40,1,54,0
11,0.0,40,1,44,0
10,0.0,20,0,20,1
9,0.0,40,1,37,0
10,0.0,40,1,38,0
12,0.0,40,1,59,0
13,0.0,50,1,59,0
10,0.0,48,1,51,0
10,0.0,40,1,29,0
10,0.0,40,0,37,1
6,0.0,35,1,42,0
13,0.0,50,1,28,0
9,0.0,40,0,34,1
13,0.0,40,1,50,0
9,0.0,24,1,22,0
9,0.0,52,0,27,1
15,0.0,43,0,45,1
9,0.0,38,0,39,1
13,0.0,35,0,25,1
13,0.0,40,1,24,0
9,0.0,30,0,18,1
8,0.0,38,1,23,0
3,0.0,40,1,20,0
6,0.0,24,0,17,1
13,0.0,40,1,63,0
13,0.0,65,1,28,0
13,0.0,50,1,51,0
13,1092.8412024287468,45,0,29,2
10,0.0,12,0,64,1
6,0.0,25,1,17,0
10,1092.8412024287468,35,0,45,2
8,0.0,20,1,18,0
9,0.0,40,0,31,1
13,0.0,50,1,48,0
10,0.0,45,0,41,1
15,1092.8412024287468,60,1,65,3
11,0.0,40,1,27,0
11,0.0,40,1,39,0
10,0.0,8,1,51,0
14,0.0,45,1,49,0
13,0.0,45,1,36,0
9,0.0,40,0,25,1
10,0.0,37,0,41,1
5,0.0,40,0,31,1
7,1092.8412024287468,37,1,63,3
13,0.0,40,0,50,1
10,0.0,40,1,63,0
14,0.0,99,1,44,0
9,0.0,65,1,48,0
10,0.0,50,1,51,0
9,0.0,15,0,18,1
10,0.0,25,1,23,0
9,1092.8412024287468,40,1,31,3
9,0.0,40,1,38,0
10,0.0,60,1,56,0
4,0.0,20,1,31,0
10,0.0,40,1,46,0
14,0.0,50,1,39,0
9,0.0,40,1,56,0
9,0.0,40,0,31,1
13,0.0,40,1,42,0
9,0.0,35,1,53,0
7,0.0,15,0,18,1
9,0.0,45,1,27,0
13,0.0,40,1,31,0
14,1092.8412024287468,40,1,52,3
9,0.0,40,1,46,0
10,0.0,24,1,30,0
13,0.0,40,0,26,1
14,0.0,50,1,48,0
10,0.0,40,1,37,0
5,0.0,40,1,29,0
9,1092.8412024287468,55,1,49,3
9,0.0,40,1,24,0
9,0.0,20,1,74,0
3,0.0,67,1,56,0
13,0.0,40,1,39,0
9,0.0,40,1,21,0
13,0.0,45,0,29,1
9,0.0,45,1,43,0
13,1092.8412024287468,40,0,23,2
9,0.0,50,0,26,1
9,0.0,60,1,47,0
9,0.0,55,1,27,0
9,0.0,45,1,45,0
9,0.0,70,1,30,0
10,1092.8412024287468,20,0,35,2
9,0.0,40,1,33,0
9,0.0,40,1,37,0
9,0.0,20,1,21,0
9,0.0,40,1,42,0
9,0.0,36,1,48,0
9,0.0,48,0,46,1
3,0.0,40,0,36,1
9,0.0,40,1,54,0
9,0.0,40,0,25,1
9,0.0,25,0,26,1
9,0.0,57,1,36,0
13,0.0,20,1,56,0
9,0.0,40,1,37,0
13,0.0,40,0,26,1
13,0.0,25,0,23,1
13,0.0,40,0,23,1
13,0.0,40,1,41,0
13,0.0,50,1,55,0
13,0.0,40,1,39,0
12,0.0,35,1,67,0
9,0.0,50,0,60,1
9,0.0,40,0,54,1
14,0.0,40,1,38,0
10,1092.8412024287468,40,1,47,3
13,0.0,42,1,49,0
9,0.0,24,0,19,1
10,0.0,40,1,20,0
9,0.0,35,0,66,1
14,0.0,42,1,51,0
10,0.0,40,1,19,0
10,0.0,40,0,36,1
9,0.0,60,1,33,0
13,0.0,56,1,41,0
9,1092.8412024287468,50,1,90,3
9,0.0,40,0,36,1
15,0.0,55,1,30,0
10,0.0,40,1,35,0
14,0.0,45,1,46,0
9,0.0,40,1,38,0
13,0.0,40,1,24,0
13,0.0,40,0,40,1
4,0.0,40,1,49,0
9,0.0,30,1,19,0
10,0.0,20,0,77,1
9,0.0,56,1,46,0
10,0.0,40,1,41,0
2,0.0,77,1,28,0
9,0.0,40,1,21,0
8,0.0,40,1,24,0
9,0.0,45,1,36,0
10,0.0,25,1,23,0
9,0.0,40,1,38,0
9,0.0,40,1,29,0
10,0.0,50,1,38,0
13,0.0,40,1,47,0
14,0.0,40,0,39,1
13,0.0,48,1,40,0
9,0.0,40,0,32,1
9,0.0,40,1,23,0
9,0.0,40,1,44,0
13,0.0,20,0,70,1
14,0.0,40,1,51,0
5,0.0,30,0,66,1
10,0.0,40,1,57,0
10,0.0,40,1,36,0
13,0.0,60,1,48,0
14,0.0,40,0,51,1
13,0.0,50,1,43,0
9,0.0,60,1,27,0
13,0.0,40,0,32,1
10,0.0,35,0,20,1
10,0.0,40,0,33,1
10,0.0,40,1,19,0
10,0.0,60,1,32,0
15,0.0,40,1,35,0
9,1092.8412024287468,60,1,26,3
9,0.0,60,0,39,1
13,0.0,75,0,24,1
10,0.0,40,1,45,0
10,0.0,40,1,20,0
13,0.0,45,0,49,1
14,0.0,40,0,35,1
9,0.0,40,0,30,1
10,0.0,25,0,23,1
13,0.0,45,1,33,0
9,0.0,50,1,35,0
14,0.0,50,1,31,0
7,0.0,25,1,20,0
9,0.0,40,1,44,0
9,0.0,40,1,33,0
10,0.0,40,1,50,0
9,0.0,40,0,25,1
9,0.0,40,1,28,0
13,0.0,40,1,60,0
11,0.0,40,1,38,0
10,0.0,40,1,38,0
13,0.0,40,1,57,0
9,0.0,40,1,50,0
7,0.0,40,0,39,1
9,1092.8412024287468,6,1,69,3
11,0.0,39,1,51,0
9,0.0,40,1,42,0
13,0.0,50,1,53,0
13,0.0,40,1,37,0
6,0.0,40,1,37,0
9,1092.8412024287468,50,1,38,3
10,0.0,24,0,20,1
10,0.0,38,0,38,1
11,0.0,48,1,52,0
11,0.0,50,1,48,0
11,0.0,40,1,30,0
9,0.0,65,1,37,0
9,0.0,45,1,47,0
13,0.0,60,0,33,1
9,0.0,35,0,33,1
10,0.0,15,1,20,0
13,0.0,40,1,41,0
10,0.0,45,1,32,0
13,0.0,40,0,36,1
13,0.0,40,0,46,1
13,0.0,40,1,45,0
10,0.0,16,0,18,1
10,0.0,60,1,62,0
9,0.0,40,1,33,0
9,0.0,40,1,42,0
10,0.0,40,0,18,1
11,0.0,40,0,32,1
4,0.0,40,1,43,0
9,0.0,25,0,20,1
13,0.0,45,1,50,0
9,0.0,40,1,36,0
9,0.0,40,1,22,0
9,0.0,40,1,30,0
9,0.0,40,1,33,0
12,0.0,43,1,43,0
10,0.0,40,1,38,0
13,0.0,14,1,34,0
10,0.0,45,0,40,1
9,0.0,40,1,40,0
15,0.0,50,1,41,0
10,0.0,50,1,57,0
14,0.0,4,1,65,0
10,0.0,50,1,52,0
15,1092.8412024287468,40,1,59,3
9,1092.8412024287468,25,1,18,3
12,0.0,45,1,48,0
3,0.0,40,1,45,0
9,0.0,40,1,24,0
12,0.0,40,1,27,0
14,1092.8412024287468,50,1,40,3
13,1092.8412024287468,40,1,44,3
9,0.0,50,1,24,0
15,0.0,16,1,71,0
8,0.0,40,1,17,0
10,1092.8412024287468,40,1,57,3
9,0.0,40,1,33,0
9,0.0,40,1,41,0
13,0.0,40,0,25,1
9,0.0,15,1,42,0
9,0.0,40,1,34,0
13,0.0,45,0,27,1
13,0.0,20,1,24,0
13,0.0,30,1,23,0
10,0.0,40,1,33,0
11,1092.8412024287468,56,1,58,3
5,0.0,40,1,25,0
14,0.0,55,0,44,1
9,0.0,40,1,53,0
9,0.0,35,0,38,1
13,0.0,45,0,36,1
9,0.0,40,1,25,0
13,0.0,40,0,54,1
8,0.0,40,1,31,0
9,0.0,40,1,18,0
9,0.0,40,1,40,0
10,0.0,40,0,26,1
13,1092.8412024287468,50,1,33,3
12,0.0,55,1,22,0
10,0.0,40,1,50,0
9,0.0,40,0,44,1
9,0.0,40,1,37,0
13,0.0,40,1,34,0
10,0.0,45,0,45,1
6,0.0,35,0,25,1
10,0.0,40,0,20,1
9,0.0,40,1,46,0
12,0.0,40,1,26,0
2,0.0,25,0,45,1
9,0.0,40,1,57,0
11,0.0,40,1,28,0
10,1092.8412024287468,45,1,36,3
9,0.0,40,0,32,1
13,0.0,50,1,29,0
13,0.0,45,1,36,0
9,0.0,30,1,19,0
13,0.0,20,0,27,1
14,0.0,55,1,48,0
13,0.0,50,1,49,0
14,0.0,20,1,55,0
9,0.0,82,0,61,1
10,1092.8412024287468,40,1,42,3
12,0.0,40,0,42,1
11,0.0,40,1,30,0
9,0.0,40,1,32,0
10,0.0,40,1,37,0
10,0.0,45,1,35,0
11,0.0,40,0,30,1
15,0.0,20,1,30,0
10,0.0,70,1,55,0
10,0.0,40,1,36,0
9,0.0,48,1,33,0
13,0.0,40,1,56,0
11,0.0,40,1,26,0
9,0.0,40,1,37,0
9,0.0,60,1,28,0
9,0.0,50,1,38,0
10,0.0,43,0,48,1
12,0.0,40,1,35,0
13,0.0,40,1,39,0
9,0.0,40,1,64,0
9,0.0,40,0,22,1
13,0.0,40,1,45,0
3,0.0,40,1,27,0
9,0.0,50,0,43,1
10,0.0,37,0,23,1
6,0.0,40,1,25,0
14,0.0,50,1,39,0
9,0.0,35,0,63,1
15,0.0,40,1,37,0
9,0.0,40,1,26,0
13,0.0,40,1,33,0
10,0.0,40,0,28,1
10,0.0,20,0,20,1
9,0.0,20,0,34,1
10,0.0,40,1,34,0
9,0.0,40,1,41,0
10,0.0,50,1,38,0
13,1092.8412024287468,40,1,36,3
10,0.0,40,1,38,0
13,1092.8412024287468,72,1,46,3
13,0.0,60,0,43,1
10,0.0,30,0,49,1
13,0.0,35,0,26,1
9,0.0,35,0,28,1
9,0.0,40,1,54,0
10,0.0,50,1,24,0
10,0.0,30,1,23,0
9,0.0,40,0,55,1
5,0.0,40,1,58,0
6,0.0,20,0,19,1
10,0.0,52,1,45,0
10,0.0,45,1,30,0
9,0.0,33,0,76,1
9,0.0,40,0,47,1
10,1092.8412024287468,40,1,34,3
10,0.0,35,0,40,1
9,0.0,25,0,24,1
13,1092.8412024287468,50,0,30,2
10,1092.8412024287468,10,1,67,3
9,0.0,40,0,24,1
10,0.0,40,0,43,1
8,0.0,40,1,29,0
9,0.0,40,1,40,0
10,0.0,40,1,61,0
16,1092.8412024287468,45,1,45,3
10,0.0,50,0,21,1
9,1092.8412024287468,40,1,58,3
10,0.0,40,1,52,0
9,0.0,40,1,34,0
10,1092.8412024287468,20,0,20,2
9,0.0,40,1,46,0
10,0.0,40,0,54,1
14,0.0,40,1,43,0
5,0.0,40,1,25,0
12,0.0,25,0,21,1
10,1092.8412024287468,50,1,65,3
9,0.0,40,1,37,0
9,1092.8412024287468,40,1,29,3
13,0.0,40,1,44,0
10,1092.8412024287468,40,1,37,3
10,0.0,40,0,38,1
10,1092.8412024287468,70,1,35,3
9,0.0,40,1,32,0
10,0.0,60,1,44,0
10,0.0,25,0,23,1
13,0.0,45,1,25,0
10,0.0,28,0,23,1
10,0.0,40,1,47,0
7,0.0,45,0,47,1
9,0.0,40,1,25,0
10,0.0,45,1,35,0
11,1092.8412024287468,40,1,50,3
9,0.0,40,0,47,1
16,0.0,45,1,35,0
9,0.0,40,1,24,0
9,1092.8412024287468,40,1,21,3
13,0.0,40,0,35,1
13,0.0,40,0,30,1
7,0.0,20,1,17,0
3,0.0,60,1,27,0
9,0.0,15,0,22,1
10,0.0,40,0,22,1
9,0.0,2,1,50,0
11,0.0,38,1,51,0
13,0.0,30,1,27,0
13,0.0,20,0,27,1
9,0.0,40,0,20,1
9,0.0,48,1,42,0
9,1092.8412024287468,40,1,32,3
13,0.0,38,1,45,0
4,0.0,80,0,35,1
9,0.0,40,1,22,0
10,0.0,38,0,34,1
13,0.0,40,0,28,1
13,0.0,24,0,38,1
10,0.0,42,1,48,0
14,0.0,40,1,34,0
9,0.0,50,0,25,1
9,0.0,40,0,23,1
10,0.0,60,1,38,0
9,0.0,40,0,43,1
9,0.0,40,1,49,0
10,0.0,40,1,23,0
9,0.0,40,0,57,1
13,0.0,40,1,24,0
10,0.0,58,1,44,0
12,0.0,50,1,34,0
10,0.0,40,1,29,0
7,0.0,40,0,29,1
9,0.0,50,1,35,0
9,0.0,40,1,48,0
9,0.0,36,1,38,0
9,0.0,50,0,42,1
10,0.0,40,0,53,1
15,0.0,55,0,29,1
13,0.0,72,1,59,0
9,0.0,40,1,31,0
9,0.0,40,1,34,0
13,0.0,50,1,51,0
9,1092.8412024287468,40,1,25,3
9,0.0,40,1,30,0
9,0.0,48,0,46,1
9,0.0,40,0,45,1
10,0.0,40,0,23,1
12,0.0,42,0,33,1
13,0.0,20,0,44,1
9,0.0,40,1,25,0
10,0.0,40,1,48,0
9,0.0,40,0,23,1
11,1092.8412024287468,50,0,33,2
10,0.0,30,0,20,1
13,0.0,40,0,23,1
9,0.0,40,0,71,1
13,0.0,40,0,22,1
13,1092.8412024287468,50,1,36,3
7,0.0,60,1,27,0
9,0.0,35,0,40,1
10,0.0,50,1,30,0
11,0.0,40,1,30,0
10,0.0,40,1,30,0
13,1092.8412024287468,40,1,35,3
9,0.0,40,0,39,1
9,0.0,50,1,39,0
3,0.0,40,1,74,0
10,1092.8412024287468,50,1,32,3
9,0.0,40,1,25,0
10,0.0,40,0,64,1
9,1092.8412024287468,40,1,47,3
13,0.0,37,0,37,1
9,0.0,40,1,47,0
9,0.0,40,1,33,0
11,0.0,40,0,40,1
9,0.0,80,1,22,0
9,0.0,40,1,56,0
9,0.0,55,0,37,1
10,0.0,70,1,30,0
8,0.0,35,0,20,1
14,1092.8412024287468,38,1,53,3
13,0.0,48,1,43,0
9,0.0,40,1,23,0
9,0.0,30,1,43,0
9,0.0,40,1,30,0
10,0.0,46,0,20,1
11,0.0,40,1,22,0
13,0.0,50,1,38,0
10,0.0,40,1,54,0
9,0.0,40,1,23,0
9,0.0,40,1,46,0
6,0.0,40,1,59,0
11,0.0,40,1,41,0
11,0.0,48,1,42,0
10,0.0,40,1,58,0
9,0.0,50,1,24,0
13,0.0,45,1,39,0
13,0.0,35,0,28,1
14,0.0,55,1,25,0
10,0.0,54,0,29,1
3,0.0,40,1,53,0
9,0.0,40,1,63,0
11,0.0,38,0,26,1
9,1092.8412024287468,50,1,21,3
10,0.0,40,1,45,0
11,0.0,40,0,29,1
16,0.0,40,1,72,0
6,0.0,40,1,51,0
5,0.0,40,1,21,0
10,0.0,40,0,38,1
13,0.0,40,0,38,1
14,0.0,41,1,46,0
13,0.0,60,1,31,0
6,0.0,90,0,68,1
9,0.0,40,1,21,0
13,0.0,3,1,44,0
16,0.0,40,1,56,0
9,1092.8412024287468,40,1,36,3
9,0.0,25,0,21,1
10,1092.8412024287468,40,0,21,2
10,0.0,40,1,52,0
16,1092.8412024287468,70,1,56,3
13,0.0,20,0,52,1
13,0.0,25,1,51,0
9,0.0,40,1,29,0
10,0.0,55,1,36,0
9,0.0,55,1,29,0
9,0.0,30,0,21,1
2,0.0,40,1,58,0
9,0.0,40,1,37,0
10,0.0,45,0,50,1
9,0.0,50,1,30,0
9,0.0,30,1,29,0
9,0.0,40,1,48,0
4,0.0,40,1,50,0
12,0.0,25,0,39,1
15,0.0,55,1,35,0
9,1092.8412024287468,25,1,54,3
9,0.0,25,0,24,1
9,0.0,45,1,20,0
10,0.0,55,1,30,0
9,0.0,30,0,19,1
9,0.0,40,1,26,0
9,0.0,99,1,38,0
10,0.0,40,0,25,1
10,0.0,50,1,33,0
13,1092.8412024287468,40,1,60,3
10,0.0,40,1,30,0
13,0.0,40,1,30,0
4,0.0,40,0,19,1
9,0.0,40,1,23,0
10,0.0,40,1,27,0
12,0.0,52,1,39,0
4,0.0,45,1,33,0
9,0.0,24,1,65,0
13,0.0,50,1,34,0
9,0.0,25,0,20,1
6,0.0,40,1,25,0
13,0.0,50,0,28,1
7,0.0,25,1,31,0
13,1092.8412024287468,40,1,28,3
9,0.0,40,0,37,1
10,0.0,50,1,52,0
11,1092.8412024287468,40,0,66,2
9,0.0,40,1,31,0
13,0.0,50,1,37,0
13,1092.8412024287468,45,1,45,3
12,0.0,40,1,45,0
9,0.0,60,1,44,0
13,0.0,40,1,32,0
9,0.0,60,1,35,0
7,0.0,40,1,53,0
10,1092.8412024287468,40,1,54,3
11,0.0,40,1,43,0
10,0.0,40,1,30,0
10,1092.8412024287468,50,1,49,3
16,0.0,57,1,52,0
10,0.0,4,0,20,1
9,0.0,40,1,60,0
12,0.0,40,1,45,0
13,1092.8412024287468,60,1,48,3
13,0.0,60,1,28,0
10,0.0,40,1,48,0
10,0.0,45,1,32,0
9,0.0,30,1,27,0
13,0.0,35,1,38,0
3,0.0,20,1,33,0
14,0.0,50,0,43,1
9,0.0,60,1,36,0
7,0.0,40,1,38,0
9,0.0,40,0,24,1
6,0.0,40,1,22,0
13,0.0,40,1,30,0
15,1092.8412024287468,55,1,46,3
9,0.0,50,1,39,0
9,0.0,40,1,50,0
11,0.0,40,0,34,1
13,0.0,60,1,47,0
9,0.0,40,1,46,0
10,0.0,72,0,43,1
9,0.0,40,1,45,0
13,0.0,40,1,55,0
9,0.0,8,1,68,0
11,0.0,40,1,39,0
9,0.0,40,0,39,1
13,0.0,40,1,37,0
10,0.0,40,1,19,0
7,0.0,20,1,20,0
10,0.0,40,1,33,0
9,0.0,35,1,21,0
14,0.0,35,1,58,0
9,0.0,55,1,43,0
7,0.0,21,0,62,1
10,0.0,20,1,21,0
10,0.0,60,1,26,0
5,0.0,40,1,27,0
10,0.0,38,1,34,0
9,0.0,40,0,49,1
9,0.0,40,0,28,1
13,0.0,48,1,34,0
10,0.0,40,0,29,1
6,0.0,50,1,58,0
9,0.0,40,0,45,1
13,0.0,40,0,47,1
9,0.0,40,1,53,0
6,1092.8412024287468,40,1,52,3
7,0.0,15,0,47,1
13,0.0,40,1,36,0
13,1092.8412024287468,65,1,48,3
10,0.0,40,1,35,0
13,0.0,50,1,49,0
10,0.0,45,1,43,0
13,0.0,50,1,33,0
12,0.0,40,1,49,0
6,0.0,20,1,17,0
13,0.0,40,1,25,0
11,0.0,60,1,41,0
13,0.0,40,1,31,0
14,0.0,40,1,57,0
10,0.0,44,1,49,0
13,0.0,40,1,40,0
11,0.0,50,1,55,0
10,0.0,60,1,47,0
8,0.0,40,1,50,0
13,0.0,50,1,36,0
7,0.0,25,1,17,0
9,0.0,40,1,30,0
9,0.0,40,1,42,0
9,0.0,50,1,67,0
9,0.0,45,1,36,0
14,0.0,50,1,35,0
13,0.0,40,0,27,1
4,0.0,40,1,21,0
9,0.0,40,1,46,0
13,0.0,45,1,45,0
7,0.0,40,1,20,0
7,0.0,20,1,17,0
10,1092.8412024287468,50,1,40,3
13,0.0,40,1,28,0
7,0.0,40,1,33,0
9,0.0,40,0,55,1
10,0.0,50,1,55,0
9,0.0,40,0,47,1
14,1092.8412024287468,60,1,52,3
10,0.0,40,0,29,1
3,0.0,35,1,36,0
13,0.0,70,1,37,0
9,0.0,40,0,41,1
10,0.0,48,1,43,0
4,1092.8412024287468,50,1,24,3
13,0.0,60,0,39,1
13,0.0,50,1,47,0
9,0.0,45,0,42,1
9,0.0,42,1,39,0
13,0.0,60,0,48,1
14,0.0,50,1,47,0
6,0.0,40,1,27,0
9,0.0,40,1,29,0
11,0.0,30,0,22,1
9,0.0,44,1,37,0
13,0.0,60,1,38,0
1,1092.8412024287468,40,0,32,2
14,0.0,80,0,48,1
9,0.0,50,0,46,1
9,0.0,38,0,51,1
13,1092.8412024287468,55,1,28,3
9,0.0,40,1,35,0
7,0.0,30,1,18,0
9,0.0,40,0,45,1
9,0.0,40,1,36,0
10,0.0,10,0,73,1
13,0.0,40,1,52,0
6,0.0,40,0,17,1
11,0.0,40,1,29,0
10,0.0,10,1,20,0
9,1092.8412024287468,40,1,42,3
10,0.0,40,0,37,1
9,0.0,40,1,40,0
12,0.0,45,1,32,0
14,0.0,55,1,29,0
10,0.0,40,0,20,1
7,0.0,40,1,26,0
13,1092.8412024287468,30,1,25,3
9,0.0,80,1,37,0
10,0.0,40,1,26,0
9,0.0,30,0,24,1
9,0.0,25,0,33,1
9,0.0,40,1,23,0
10,0.0,50,1,36,0
13,0.0,50,0,37,1
11,0.0,35,1,24,0
12,0.0,50,1,38,0
13,0.0,45,0,50,1
7,0.0,40,1,44,0
9,0.0,40,1,46,0
10,0.0,40,0,57,1
9,0.0,70,1,37,0
9,0.0,55,1,44,0
10,0.0,30,0,21,1
9,0.0,40,1,31,0
11,1092.8412024287468,42,1,32,3
9,0.0,60,0,45,1
9,0.0,40,1,20,0
9,0.0,50,0,52,1
9,0.0,25,1,47,0
10,0.0,40,0,41,1
10,0.0,60,1,40,0
13,0.0,40,0,41,1
13,0.0,50,1,46,0
9,0.0,40,0,49,1
9,0.0,40,0,50,1
9,0.0,40,1,59,0
10,0.0,25,0,18,1
14,1092.8412024287468,45,1,47,3
9,0.0,45,1,45,0
7,0.0,40,0,17,1
9,0.0,32,1,45,0
7,0.0,40,1,73,0
6,0.0,40,1,48,0
12,0.0,60,1,38,0
9,0.0,50,1,37,0
9,1092.8412024287468,72,1,62,3
9,0.0,40,1,26,0
14,0.0,50,0,46,1
14,0.0,40,1,46,0
9,1092.8412024287468,24,0,51,2
10,0.0,40,0,54,1
10,0.0,40,1,65,0
12,0.0,45,1,29,0
9,0.0,40,1,37,0
16,0.0,10,0,36,1
9,0.0,50,1,60,0
13,0.0,40,1,33,0
9,0.0,20,0,62,1
9,0.0,40,0,20,1
9,1092.8412024287468,35,0,37,2
14,1092.8412024287468,20,1,66,3
10,0.0,40,1,29,0
10,1092.8412024287468,40,1,70,3
9,0.0,15,1,74,0
9,0.0,40,1,51,0
10,0.0,50,1,50,0
9,0.0,60,1,42,0
13,0.0,70,1,26,0
10,0.0,40,1,27,0
9,0.0,70,1,58,0
13,0.0,50,1,32,0
9,0.0,10,1,66,0
10,0.0,45,1,23,0
9,0.0,44,1,35,0
13,0.0,50,1,50,0
9,0.0,48,0,35,1
9,0.0,50,0,31,1
7,0.0,49,1,30,0
10,0.0,35,1,84,0
9,0.0,40,1,35,0
11,0.0,50,1,45,0
9,0.0,40,1,46,0
10,0.0,40,1,50,0
7,0.0,40,1,37,0
9,0.0,40,0,32,1
13,0.0,48,1,53,0
10,0.0,40,1,27,0
9,0.0,40,1,22,0
13,0.0,40,1,29,0
9,0.0,44,1,35,0
10,0.0,35,0,38,1
4,0.0,40,1,29,0
10,0.0,44,1,26,0
15,0.0,40,0,34,1
11,0.0,40,1,31,0
10,0.0,40,1,30,0
10,0.0,40,1,20,0
14,0.0,48,1,37,0
9,0.0,20,0,32,1
12,0.0,40,0,36,1
14,1092.8412024287468,40,1,54,3
10,0.0,50,0,46,1
9,0.0,20,0,18,1
10,0.0,50,1,57,0
9,0.0,40,1,37,0
9,0.0,40,1,43,0
9,0.0,40,0,45,1
10,0.0,40,0,32,1
9,0.0,40,1,38,0
12,0.0,30,0,25,1
10,0.0,40,1,70,0
10,0.0,50,1,40,0
9,0.0,40,1,40,0
9,0.0,40,1,20,0
9,0.0,40,1,29,0
11,0.0,55,1,24,0
11,0.0,40,0,28,1
6,0.0,50,1,58,0
13,0.0,40,0,38,1
10,1092.8412024287468,40,0,59,2
7,0.0,15,0,18,1
9,0.0,40,1,40,0
14,0.0,50,1,39,0
9,0.0,72,1,45,0
9,0.0,20,0,24,1
10,0.0,30,1,22,0
13,0.0,40,1,23,0
10,0.0,60,1,39,0
11,0.0,38,0,28,1
7,1092.8412024287468,30,1,51,3
13,0.0,37,0,44,1
9,0.0,35,1,24,0
7,0.0,40,1,24,0
2,0.0,50,1,52,0
9,0.0,40,1,43,0
8,0.0,20,1,67,0
9,1092.8412024287468,50,1,36,3
12,0.0,40,1,43,0
4,0.0,70,1,31,0
10,0.0,20,1,23,0
13,0.0,40,1,26,0
10,0.0,40,1,48,0
10,0.0,44,1,40,0
15,0.0,39,0,55,1
9,0.0,45,1,49,0
13,0.0,15,0,34,1
9,0.0,60,0,29,1
13,0.0,8,0,50,1
10,0.0,9,0,19,1
16,0.0,50,1,63,0
13,0.0,30,1,66,0
11,0.0,20,1,60,0
9,0.0,38,0,60,1
9,0.0,40,1,19,0
9,0.0,60,1,26,0
10,0.0,40,1,75,0
10,0.0,20,0,58,1
10,0.0,50,0,18,1
12,1092.8412024287468,40,1,65,3
9,0.0,40,1,50,0
10,0.0,40,1,26,0
14,0.0,50,1,45,0
9,0.0,40,1,29,0
10,0.0,52,0,52,1
13,0.0,40,0,23,1
9,0.0,40,1,21,0
9,0.0,40,0,48,1
13,0.0,40,1,50,0
13,0.0,40,1,41,0
9,0.0,30,0,32,1
9,0.0,40,1,40,0
9,0.0,30,1,19,0
9,0.0,39,1,42,0
13,0.0,50,0,23,1
9,1092.8412024287468,40,1,37,3
7,0.0,24,0,21,1
13,0.0,40,1,28,0
10,0.0,25,1,20,0
7,0.0,35,1,21,0
10,0.0,16,1,21,0
13,0.0,40,1,45,0
9,0.0,40,1,49,0
10,1092.8412024287468,50,1,53,3
9,0.0,40,1,41,0
13,0.0,40,0,48,1
10,0.0,40,0,34,1
9,0.0,40,0,24,1
9,0.0,16,0,58,1
13,0.0,50,1,41,0
1,0.0,40,1,53,0
9,0.0,40,1,40,0
10,1092.8412024287468,40,1,28,3
10,0.0,47,1,32,0
10,1092.8412024287468,45,1,44,3
7,0.0,40,0,18,1
9,0.0,40,0,37,1
12,0.0,45,0,43,1
9,0.0,40,0,22,1
6,0.0,40,1,28,0
10,0.0,40,0,51,1
9,0.0,72,0,63,1
10,0.0,45,1,29,0
13,1092.8412024287468,48,1,44,3
4,0.0,38,0,44,1
10,0.0,40,1,37,0
9,0.0,40,1,62,0
9,0.0,52,1,31,0
9,0.0,30,1,20,0
6,0.0,32,0,48,1
10,0.0,50,0,24,1
13,0.0,40,1,56,0
10,0.0,35,1,36,0
9,0.0,40,1,29,0
15,0.0,40,1,34,0
10,0.0,40,1,39,0
10,0.0,45,1,29,0
9,0.0,65,1,38,0
5,0.0,20,1,23,0
9,0.0,40,1,37,0
10,0.0,30,0,30,1
12,0.0,40,1,42,0
9,0.0,19,0,59,1
9,1092.8412024287468,40,1,45,3
10,0.0,40,1,46,0
14,1092.8412024287468,37,0,25,2
9,0.0,55,1,41,0
9,0.0,50,1,49,0
10,0.0,40,1,37,0
9,0.0,45,1,31,0
12,0.0,6,1,22,0
9,0.0,33,0,22,1
7,0.0,20,0,17,1
16,0.0,50,1,47,0
6,0.0,15,1,17,0
3,0.0,40,1,39,0
10,0.0,20,1,23,0
13,0.0,40,1,41,0
14,0.0,45,1,36,0
13,0.0,40,1,52,0
9,0.0,30,0,21,1
6,0.0,36,0,33,1
9,0.0,44,1,41,0
9,0.0,35,0,19,1
9,0.0,45,1,38,0
10,0.0,40,1,24,0
13,1092.8412024287468,40,0,38,2
13,0.0,45,1,39,0
10,0.0,15,0,19,1
10,0.0,40,0,42,1
10,0.0,40,1,29,0
8,0.0,20,1,17,0
13,0.0,50,1,47,0
10,0.0,60,0,24,1
10,0.0,40,1,61,0
10,0.0,60,1,40,0
9,0.0,38,0,59,1
10,0.0,55,1,29,0
9,0.0,40,1,26,0
9,0.0,40,1,46,0
9,0.0,40,1,56,0
13,0.0,40,0,25,1
8,0.0,18,0,17,1
11,0.0,40,0,29,1
3,0.0,30,1,23,0
9,0.0,35,0,67,1
14,0.0,50,0,29,1
12,0.0,40,0,33,1
9,0.0,40,1,32,0
10,0.0,62,1,34,0
9,0.0,40,1,49,0
9,0.0,40,1,39,0
13,0.0,40,1,41,0
10,0.0,38,0,31,1
16,0.0,40,1,47,0
9,0.0,1,1,27,0
7,1092.8412024287468,25,1,23,3
4,0.0,80,1,44,0
